Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name
June 2018,16570.32,-482.94,-2.83%,31609,https://steamcharts.com/app/107410,2018-06-01,Arma 3
May 2018,17053.25,-752.32,-4.23%,34393,https://steamcharts.com/app/107410,2018-05-01,Arma 3
April 2018,17805.57,831.68,+4.90%,44337,https://steamcharts.com/app/107410,2018-04-01,Arma 3
March 2018,16973.89,-258.08,-1.50%,33378,https://steamcharts.com/app/107410,2018-03-01,Arma 3
February 2018,17231.97,-1322.61,-7.13%,33206,https://steamcharts.com/app/107410,2018-02-01,Arma 3
January 2018,18554.58,-701.06,-3.64%,37049,https://steamcharts.com/app/107410,2018-01-01,Arma 3
December 2017,19255.64,2731.78,+16.53%,38629,https://steamcharts.com/app/107410,2017-12-01,Arma 3
November 2017,16523.87,82.54,+0.50%,36994,https://steamcharts.com/app/107410,2017-11-01,Arma 3
October 2017,16441.33,-1546.48,-8.60%,32097,https://steamcharts.com/app/107410,2017-10-01,Arma 3
September 2017,17987.81,9.70,+0.05%,36019,https://steamcharts.com/app/107410,2017-09-01,Arma 3
August 2017,17978.11,-4142.35,-18.73%,32339,https://steamcharts.com/app/107410,2017-08-01,Arma 3
July 2017,22120.46,-33.73,-0.15%,43759,https://steamcharts.com/app/107410,2017-07-01,Arma 3
June 2017,22154.20,1441.53,+6.96%,46003,https://steamcharts.com/app/107410,2017-06-01,Arma 3
May 2017,20712.67,-2664.82,-11.40%,42285,https://steamcharts.com/app/107410,2017-05-01,Arma 3
April 2017,23377.49,1089.03,+4.89%,49352,https://steamcharts.com/app/107410,2017-04-01,Arma 3
March 2017,22288.46,-1250.62,-5.31%,46509,https://steamcharts.com/app/107410,2017-03-01,Arma 3
February 2017,23539.08,-3433.06,-12.73%,45279,https://steamcharts.com/app/107410,2017-02-01,Arma 3
January 2017,26972.14,4646.62,+20.81%,53102,https://steamcharts.com/app/107410,2017-01-01,Arma 3
December 2016,22325.52,2399.54,+12.04%,47649,https://steamcharts.com/app/107410,2016-12-01,Arma 3
November 2016,19925.98,-462.77,-2.27%,43745,https://steamcharts.com/app/107410,2016-11-01,Arma 3
October 2016,20388.75,243.54,+1.21%,41168,https://steamcharts.com/app/107410,2016-10-01,Arma 3
September 2016,20145.21,-2904.47,-12.60%,40858,https://steamcharts.com/app/107410,2016-09-01,Arma 3
August 2016,23049.68,-3565.37,-13.40%,41000,https://steamcharts.com/app/107410,2016-08-01,Arma 3
July 2016,26615.05,1329.89,+5.26%,46635,https://steamcharts.com/app/107410,2016-07-01,Arma 3
June 2016,25285.16,2431.22,+10.64%,46030,https://steamcharts.com/app/107410,2016-06-01,Arma 3
May 2016,22853.94,2561.51,+12.62%,56185,https://steamcharts.com/app/107410,2016-05-01,Arma 3
April 2016,20292.43,-1440.80,-6.63%,41127,https://steamcharts.com/app/107410,2016-04-01,Arma 3
March 2016,21733.23,-891.70,-3.94%,45506,https://steamcharts.com/app/107410,2016-03-01,Arma 3
February 2016,22624.93,65.49,+0.29%,48734,https://steamcharts.com/app/107410,2016-02-01,Arma 3
January 2016,22559.44,3797.34,+20.24%,43922,https://steamcharts.com/app/107410,2016-01-01,Arma 3
December 2015,18762.10,3306.94,+21.40%,38659,https://steamcharts.com/app/107410,2015-12-01,Arma 3
November 2015,15455.16,-2739.52,-15.06%,34353,https://steamcharts.com/app/107410,2015-11-01,Arma 3
October 2015,18194.68,1233.12,+7.27%,35323,https://steamcharts.com/app/107410,2015-10-01,Arma 3
September 2015,16961.56,-919.28,-5.14%,33954,https://steamcharts.com/app/107410,2015-09-01,Arma 3
August 2015,17880.84,1240.43,+7.45%,33455,https://steamcharts.com/app/107410,2015-08-01,Arma 3
July 2015,16640.41,892.56,+5.67%,29783,https://steamcharts.com/app/107410,2015-07-01,Arma 3
June 2015,15747.85,-2549.09,-13.93%,31440,https://steamcharts.com/app/107410,2015-06-01,Arma 3
May 2015,18296.94,-218.76,-1.18%,47553,https://steamcharts.com/app/107410,2015-05-01,Arma 3
April 2015,18515.70,136.11,+0.74%,44017,https://steamcharts.com/app/107410,2015-04-01,Arma 3
March 2015,18379.59,174.84,+0.96%,44092,https://steamcharts.com/app/107410,2015-03-01,Arma 3
February 2015,18204.75,-2108.03,-10.38%,37577,https://steamcharts.com/app/107410,2015-02-01,Arma 3
January 2015,20312.78,4248.87,+26.45%,44621,https://steamcharts.com/app/107410,2015-01-01,Arma 3
December 2014,16063.91,1212.58,+8.16%,36250,https://steamcharts.com/app/107410,2014-12-01,Arma 3
November 2014,14851.33,-102.05,-0.68%,34213,https://steamcharts.com/app/107410,2014-11-01,Arma 3
October 2014,14953.38,2638.91,+21.43%,48521,https://steamcharts.com/app/107410,2014-10-01,Arma 3
September 2014,12314.47,-1401.59,-10.22%,24971,https://steamcharts.com/app/107410,2014-09-01,Arma 3
August 2014,13716.06,-164.30,-1.18%,25334,https://steamcharts.com/app/107410,2014-08-01,Arma 3
July 2014,13880.36,925.89,+7.15%,26977,https://steamcharts.com/app/107410,2014-07-01,Arma 3
June 2014,12954.47,-2064.32,-13.74%,27777,https://steamcharts.com/app/107410,2014-06-01,Arma 3
May 2014,15018.79,2218.99,+17.34%,46089,https://steamcharts.com/app/107410,2014-05-01,Arma 3
April 2014,12799.79,1842.64,+16.82%,26302,https://steamcharts.com/app/107410,2014-04-01,Arma 3
March 2014,10957.15,2446.32,+28.74%,24278,https://steamcharts.com/app/107410,2014-03-01,Arma 3
February 2014,8510.84,2275.43,+36.49%,22331,https://steamcharts.com/app/107410,2014-02-01,Arma 3
January 2014,6235.41,1998.62,+47.17%,14464,https://steamcharts.com/app/107410,2014-01-01,Arma 3
December 2013,4236.78,154.45,+3.78%,9373,https://steamcharts.com/app/107410,2013-12-01,Arma 3
November 2013,4082.34,4.51,+0.11%,9270,https://steamcharts.com/app/107410,2013-11-01,Arma 3
October 2013,4077.82,-1539.54,-27.41%,8435,https://steamcharts.com/app/107410,2013-10-01,Arma 3
September 2013,5617.36,2320.68,+70.39%,16612,https://steamcharts.com/app/107410,2013-09-01,Arma 3
August 2013,3296.68,267.17,+8.82%,6657,https://steamcharts.com/app/107410,2013-08-01,Arma 3
July 2013,3029.51,-43.43,-1.41%,7311,https://steamcharts.com/app/107410,2013-07-01,Arma 3
June 2013,3072.94,1337.87,+77.11%,12108,https://steamcharts.com/app/107410,2013-06-01,Arma 3
May 2013,1735.06,-300.79,-14.77%,3496,https://steamcharts.com/app/107410,2013-05-01,Arma 3
April 2013,2035.86,-2710.11,-57.10%,4536,https://steamcharts.com/app/107410,2013-04-01,Arma 3
March 2013,4745.97,,,13225,https://steamcharts.com/app/107410,2013-03-01,Arma 3
September 2021,105397, , , , , ,BattleFields 2042
October 2021,57186, , , , , ,BattleFields 2042
November 2021,47883, , , , , ,BattleFields 2042
December 2021,19328, , , , , ,BattleFields 2042
January 2021,13574, , , , , ,BattleFields 2042
February 2021,8078, , , , , ,BattleFields 2042
